INSERT INTO Records (product_id, date, price) VALUES (1, '2020-08-18', 8.00);
INSERT INTO Records (product_id, date, price) VALUES (710, '2020-08-18', 28.60);
INSERT INTO Records (product_id, date, price) VALUES (711, '2020-08-18', 40.60);
INSERT INTO Records (product_id, date, price) VALUES (712, '2020-08-18', 32.10);
INSERT INTO Records (product_id, date, price) VALUES (713, '2020-08-18', 39.30);
INSERT INTO Records (product_id, date, price) VALUES (714, '2020-08-18', 39.30);
INSERT INTO Records (product_id, date, price) VALUES (715, '2020-08-18', 55.80);
INSERT INTO Records (product_id, date, price) VALUES (716, '2020-08-18', 27.80);
INSERT INTO Records (product_id, date, price) VALUES (717, '2020-08-18', 28.40);
INSERT INTO Records (product_id, date, price) VALUES (718, '2020-08-18', 16.90);
INSERT INTO Records (product_id, date, price) VALUES (719, '2020-08-18', 16.00);
INSERT INTO Records (product_id, date, price) VALUES (720, '2020-08-18', 17.10);
INSERT INTO Records (product_id, date, price) VALUES (721, '2020-08-18', 24.30);
INSERT INTO Records (product_id, date, price) VALUES (722, '2020-08-18', 58.90);
INSERT INTO Records (product_id, date, price) VALUES (723, '2020-08-18', 78.70);
INSERT INTO Records (product_id, date, price) VALUES (724, '2020-08-18', 112.30);
INSERT INTO Records (product_id, date, price) VALUES (725, '2020-08-18', 120.50);
INSERT INTO Records (product_id, date, price) VALUES (726, '2020-08-18', 127.90);
INSERT INTO Records (product_id, date, price) VALUES (727, '2020-08-18', 130.20);
INSERT INTO Records (product_id, date, price) VALUES (728, '2020-08-18', 58.30);
INSERT INTO Records (product_id, date, price) VALUES (729, '2020-08-18', 43.50);
INSERT INTO Records (product_id, date, price) VALUES (730, '2020-08-18', 40.50);
INSERT INTO Records (product_id, date, price) VALUES (731, '2020-08-18', 48.30);
INSERT INTO Records (product_id, date, price) VALUES (732, '2020-08-18', 48.80);
INSERT INTO Records (product_id, date, price) VALUES (733, '2020-08-18', 32.20);
INSERT INTO Records (product_id, date, price) VALUES (734, '2020-08-18', 44.10);
INSERT INTO Records (product_id, date, price) VALUES (735, '2020-08-18', 53.50);
INSERT INTO Records (product_id, date, price) VALUES (736, '2020-08-18', 44.00);
INSERT INTO Records (product_id, date, price) VALUES (737, '2020-08-18', 50.90);
INSERT INTO Records (product_id, date, price) VALUES (738, '2020-08-18', 61.00);
INSERT INTO Records (product_id, date, price) VALUES (739, '2020-08-18', 61.80);
INSERT INTO Records (product_id, date, price) VALUES (740, '2020-08-18', 75.50);
INSERT INTO Records (product_id, date, price) VALUES (741, '2020-08-18', 14.60);
INSERT INTO Records (product_id, date, price) VALUES (742, '2020-08-18', 16.90);
INSERT INTO Records (product_id, date, price) VALUES (743, '2020-08-18', 18.70);
INSERT INTO Records (product_id, date, price) VALUES (744, '2020-08-18', 19.10);
INSERT INTO Records (product_id, date, price) VALUES (745, '2020-08-18', 21.65);
INSERT INTO Records (product_id, date, price) VALUES (746, '2020-08-18', 24.45);
INSERT INTO Records (product_id, date, price) VALUES (747, '2020-08-18', 29.10);
INSERT INTO Records (product_id, date, price) VALUES (748, '2020-08-18', 29.80);
INSERT INTO Records (product_id, date, price) VALUES (749, '2020-08-18', 29.90);
INSERT INTO Records (product_id, date, price) VALUES (750, '2020-08-18', 33.60);
INSERT INTO Records (product_id, date, price) VALUES (751, '2020-08-18', 42.60);
Time for scraping all prices: 1755095

Process finished with exit code 0
